1;0,999774283;0,999707108;0,999246754;0,997195261;0,99811684;0,997870418;0,996618595;0,995413954;0,994368408;0,99340443
1;0,999774283;0,999707108;0,999246754;0,997195261;0,99811684;0,997428171;0,996632693;0,995578516;0,994377761;0,993028464
1;0,999774283;0,999707108;0,999246754;0,997195261;0,99811684;0,997870418;0,996618595;0,995263533;0,99403076;0,993034907
1;0,999774283;0,999707108;0,999246754;0,997195261;0,99811684;0,997870418;0,996618595;0,995263533;0,99403076;0,993034907
1;0,999774283;0,999707108;0,999246754;0,997195261;0,99811684;0,997870418;0,996618595;0,995263533;0,99403076;0,993034907
1;0,999794799;0,999743953;0,999299888;0,997483275;0,998286937;0,998072913;0,996853243;0,995530185;0,994329305;0,993365266
1;0,999774283;0,999707108;0,999246754;0,997195261;0,99811684;0,998312736;0,997906918;0,996863028;0,99529225;0,992881775
1;0,999794799;0,999743953;0,999354859;0,997554434;0,998374364;0,998618973;0,998261665;0,99726599;0,995743085;0,993379963
1;0,999835832;0,999705168;0,999244806;0,997849527;0,998276991;0,998505382;0,998001589;0,997124231;0,995585329;0,993206371
1;0,999835832;0,999705168;0,999244806;0,997849527;0,998276991;0,998505382;0,998001589;0,997124231;0,995585329;0,993206371
1;0,999815315;0,999668324;0,999191676;0,997634364;0,998104566;0,998079306;0,997641134;0,996715529;0,995300076;0,992889644
1;0,999815315;0,999668324;0,999191676;0,997634364;0,998104566;0,998079306;0,997641134;0,996715529;0,995300076;0,992889644
1;0,999815315;0,999668324;0,999191676;0,997488533;0,99801773;0,997976259;0,997521934;0,996580258;0,995148842;0,992722631
1;0,999876869;0,999778862;0,999461032;0,998349425;0,998707676;0,998796001;0,998471018;0,997658023;0,996354444;0,994054598
1;0,999876869;0,999778862;0,999461032;0,998349425;0,998707676;0,998796001;0,998471018;0,997658023;0,996354444;0,994054598
1;0,99985635;0,999742014;0,999352913;0,997990037;0,998450022;0,998489645;0,998116128;0,997254844;0,995903291;0,99355602
1;0,99985635;0,999742014;0,999352913;0,997990037;0,998450022;0,998157801;0,996954141;0,995947987;0,994452426;0,991962625
1;0,999835832;0,999705168;0,999299775;0,997774844;0,998277561;0,997952944;0,996977585;0,995971494;0,994476022;0,991986359
1;0,999835832;0,999705168;0,999299775;0,997774844;0,998277561;0,997952944;0,996977585;0,995821025;0,99499471;0,993901729
1;0,99985635;0,999742014;0,999352913;0,997990037;0,998450022;0,998157801;0,996954141;0,995797505;0,994971152;0,993878119
1;0,999815315;0,999668324;0,999191676;0,997561447;0,998106884;0,998192209;0,997770207;0,996860705;0,995461259;0,992873927
